and	and	그리고
wonders	wonder	궁금하다
hair	hair	머리카락
hairs	hair	머리카락
police	police	경찰
policed	police	경찰
polices	police	경찰
policing	police	경찰
sad	sad	슬픈
sadder	sad	슬픈
saddest	sad	슬픈
force	force	힘
forced	force	힘
forces	force	힘
forcing	force	힘
test	test	시험
tested	test	시험
testings	test	시험
tests	test	시험
title	title	제목
titled	title	제목
titles	title	제목
titling	title	제목
titlings	title	제목
explain	explain	설명하다
explained	explain	설명하다
explaining	explain	설명하다
explains	explain	설명하다
difficult	difficult	어려운
major	major	주요한
majored	major	주요한
majoring	major	주요한
majors	major	주요한
random	random	무작위의
evidence	evidence	증거
evidenced	evidence	증거
evidences	evidence	증거
evidencing	evidence	증거
nobody	nobody	아무도
nobodies	nobody	아무도
bet	bet	내기
bets	bet	내기
betted	bet	내기
betting	bet	내기
data	data	데이터
stand	stand	서다
standings	stand	서다
stands	stand	서다
stood	stand	서다
pass	pass	통과하다
passed	pass	통과하다
passes	pass	통과하다
passing	pass	통과하다
assume	assume	가정하다
assumed	assume	가정하다
assumes	assume	가정하다
assuming	assume	가정하다
assumings	assume	가정하다
inside	inside	안
insides	inside	안
religion	religion	종교
religions	religion	종교
fat	fat	살찐
fated	fat	살찐
fates	fat	살찐
fating	fat	살찐
fats	fat	살찐
fatter	fat	살찐
fattest	fat	살찐
throw	throw	던지다
threw	throw	던지다
throwes	throw	던지다
throwing	throw	던지다
throwings	throw	던지다
thrown	throw	던지다
throws	throw	던지다
dark	dark	어두운
darker	dark	어두운
darkest	dark	어두운
darks	dark	어두운
shitty	shitty	형편없는
league	league	리그
leagued	league	리그
leagues	league	리그
leaguing	league	리그
box	box	상자
boxed	box	상자
boxes	box	상자
boxing	box	상자
site	site	사이트
range	range	범위
ranged	range	범위
ranges	range	범위
ranging	range	범위
himself	himself	그 자신
style	style	스타일
styled	style	스타일
styles	style	스타일
styling	style	스타일
stylings	style	스타일
perhaps	perhaps	아마도
expensive	expensive	비싼
ability	ability	능력
abilities	ability	능력
piece	piece	조각
pieced	piece	조각
pieces	piece	조각
piecing	piece	조각
piecings	piece	조각
computer	computer	컴퓨터
computers	computer	컴퓨터
forget	forget	잊다
forgets	forget	잊다
forgetting	forget	잊다
forgot	forget	잊다
forgotten	forget	잊다
special	special	특별한
specials	special	특별한
quick	quick	빠른
quicker	quick	빠른
quickest	quick	빠른
quicks	quick	빠른
service	service	서비스
serviced	service	서비스
services	service	서비스
servicing	service	서비스
extremely	extremely	매우
blue	blue	파란
blued	blue	파란
blueing	blue	파란
bluer	blue	파란
blues	blue	파란
bluest	blue	파란
bluings	blue	파란
dad	dad	아빠
dads	dad	아빠
screen	screen	화면
screened	screen	화면
screenings	screen	화면
screens	screen	화면
baby	baby	아기
babies	baby	아기
babied	baby	아기
babying	baby	아기
fix	fix	고치다
fixed	fix	고치다
fixes	fix	고치다
fixings	fix	고치다
somewhere	somewhere	어딘가
somewheres	somewhere	어딘가
act	act	행동하다
acted	act	행동하다
acting	act	행동하다
acts	act	행동하다
process	process	과정
processed	process	과정
processes	process	과정
processing	process	과정
follow	follow	따르다
followed	follow	따르다
followings	follow	따르다
follows	follow	따르다
code	code	코드
telling	telling	말하는
beautiful	beautiful	아름다운
hurt	hurt	아프다
hurted	hurt	아프다
hurter	hurt	아프다
hurting	hurt	아프다
hurts	hurt	아프다
waiting	waiting	기다리는
putting	putting	놓는
write	write	쓰다
writes	write	쓰다
writings	write	쓰다
written	write	쓰다
wrote	write	쓰다
multiple	multiple	여러 개의
multiples	multiple	여러 개의
view	view	보기
viewed	view	보기
viewings	view	보기
views	view	보기
worry	worry	걱정하다
worries	worry	걱정하다
worried	worry	걱정하다
worryings	worry	걱정하다
offer	offer	제안하다
offered	offer	제안하다
offerings	offer	제안하다
offers	offer	제안하다
choose	choose	고르다
chooses	choose	고르다
choosing	choose	고르다
chose	choose	고르다
chosen	choose	고르다
base	base	기초
based	base	기초
baser	base	기초
bases	base	기초
basest	base	기초
basing	base	기초
miss	miss	놓치다
missed	miss	놓치다
misses	miss	놓치다
missing	miss	놓치다
willing	willing	기꺼이 하는
stick	stick	붙이다
sticked	stick	붙이다
sticking	stick	붙이다
stickings	stick	붙이다
sticks	stick	붙이다
stuck	stick	붙이다
walk	walk	걷다
walked	walk	걷다
walkings	walk	걷다
walks	walk	걷다
quickly	quickly	빨리
forward	forward	앞으로
forwarded	forward	앞으로
forwarder	forward	앞으로
forwardest	forward	앞으로
forwardings	forward	앞으로
forwards	forward	앞으로
effect	effect	효과
effected	effect	효과
effecting	effect	효과
effects	effect	효과
lack	lack	부족
lacked	lack	부족
lacking	lack	부족
lacks	lack	부족
eventually	eventually	결국
english	english	영어
englishes	english	영어
apparently	apparently	보아하니
building	building	건물
bullshit	bullshit	헛소리
bullshits	bullshit	헛소리
bullshitted	bullshit	헛소리
bullshitting	bullshit	헛소리
plenty	plenty	충분한
plenties	plenty	충분한
ground	ground	땅
grounded	ground	땅
groundings	ground	땅
grounds	ground	땅
rate	rate	비율
ready	ready	준비된
readies	ready	준비된
readiest	ready	준비된
readier	ready	준비된
readying	ready	준비된
female	female	여성의
females	female	여성의
prefer	prefer	선호하다
prefered	prefer	선호하다
preferred	prefer	선호하다
preferring	prefer	선호하다
prefers	prefer	선호하다
health	health	건강
healths	health	건강
hopefully	hopefully	바라건대
complete	complete	완전한
completed	complete	완전한
completer	complete	완전한
completes	complete	완전한
completest	complete	완전한
completing	complete	완전한
field	field	분야
fielded	field	분야
fieldings	field	분야
fields	field	분야
note	note	메모
noted	note	메모
notes	note	메모
noting	note	메모
skin	skin	피부
skinned	skin	피부
skinning	skin	피부
skins	skin	피부
response	response	응답
responses	response	응답
wear	wear	입다
weared	wear	입다
wearings	wear	입다
wears	wear	입다
wore	wear	입다
worn	wear	입다
sleep	sleep	자다
sleepings	sleep	자다
sleeps	sleep	자다
slept	sleep	자다
server	server	서버
servers	server	서버
attention	attention	주의
attentions	attention	주의
date	date	날짜
dated	date	날짜
dates	date	날짜
datings	date	날짜
pain	pain	통증
pained	pain	통증
paining	pain	통증
pains	pain	통증
pull	pull	당기다
pulled	pull	당기다
pullings	pull	당기다
pulls	pull	당기다
safe	safe	안전한
safer	safe	안전한
safes	safe	안전한
safest	safe	안전한
holy	holy	신성한
holies	holy	신성한
holiest	holy	신성한
holier	holy	신성한
step	step	단계
stepped	step	단계
stepping	step	단계
steps	step	단계
term	term	용어
termed	term	용어
termes	term	용어
terming	term	용어
terms	term	용어
create	create	만들다
created	create	만들다
creates	create	만들다
creating	create	만들다
focus	focus	집중하다
foci	focus	집중하다
focused	focus	집중하다
focuses	focus	집중하다
focusings	focus	집중하다
focussed	focus	집중하다
focusses	focus	집중하다
focussing	focus	집중하다
dick	dick	자지
dicks	dick	자지
rule	rule	규칙
ruled	rule	규칙
rules	rule	규칙
rulings	rule	규칙
male	male	남성의
males	male	남성의
total	total	전체의
totaled	total	전체의
totaling	total	전체의
totalled	total	전체의
totalling	total	전체의
totals	total	전체의
access	access	접근
accessed	access	접근
accesses	access	접근
accessing	access	접근
cold	cold	추운
colder	cold	추운
coldest	cold	추운
colds	cold	추운
honest	honest	정직한
message	message	메시지
messaged	message	메시지
messages	message	메시지
messagings	message	메시지
share	share	공유하다
shared	share	공유하다
shares	share	공유하다
sharings	share	공유하다
majority	majority	대다수
majorities	majority	대다수
fall	fall	떨어지다
fallen	fall	떨어지다
falling	fall	떨어지다
fallings	fall	떨어지다
falls	fall	떨어지다
release	release	출시하다
released	release	출시하다
releasees	release	출시하다
releases	release	출시하다
releasing	release	출시하다
listen	listen	듣다
listened	listen	듣다
listenings	listen	듣다
listens	listen	듣다
slow	slow	느린
slowed	slow	느린
slower	slow	느린
slowest	slow	느린
slowings	slow	느린
slows	slow	느린
allow	allow	허용하다
allowed	allow	허용하다
allowing	allow	허용하다
allows	allow	허용하다
oil	oil	기름
oiled	oil	기름
oiling	oil	기름
oils	oil	기름
mother	mother	어머니
mothered	mother	어머니
mothering	mother	어머니
motherings	mother	어머니
mothers	mother	어머니
door	door	문
doors	door	문
interest	interest	관심
interested	interest	관심
interesting	interest	관심
interests	interest	관심
unfortunately	unfortunately	불행히도
suggest	suggest	제안하다
suggested	suggest	제안하다
suggesting	suggest	제안하다
suggests	suggest	제안하다
exist	exist	존재하다
existed	exist	존재하다
existing	exist	존재하다
exists	exist	존재하다
speak	speak	말하다
speakings	speak	말하다
speaks	speak	말하다
spoken	speak	말하다
avoid	avoid	피하다
avoided	avoid	피하다
avoiding	avoid	피하다
avoids	avoid	피하다
defense	defense	방어
defenses	defense	방어
regular	regular	보통의
regulars	regular	보통의
drink	drink	마시다
drank	drink	마시다
drinkings	drink	마시다
drinks	drink	마시다
exact	exact	정확한
exacted	exact	정확한
exacter	exact	정확한
exactest	exact	정확한
exacting	exact	정확한
exacts	exact	정확한
third	third	세 번째
thirds	third	세 번째
america	america	미국
americas	america	미국
society	society	사회
societies	society	사회
standard	standard	표준
standards	standard	표준
heart	heart	심장
hearts	heart	심장
clean	clean	깨끗한
cleaned	clean	깨끗한
cleanest	clean	깨끗한
cleanings	clean	깨끗한
cleans	clean	깨끗한
calling	calling	부름
further	further	더 나아가
furthered	further	더 나아가
furthering	further	더 나아가
furthers	further	더 나아가
trust	trust	믿다
trusted	trust	믿다
trusting	trust	믿다
trusts	trust	믿다
self	self	자신
selves	self	자신
fairly	fairly	상당히
bar	bar	바
bared	bar	바
baring	bar	바
barred	bar	바
bars	bar	바
episode	episode	에피소드
episodes	episode	에피소드
continue	continue	계속하다
continued	continue	계속하다
continues	continue	계속하다
continuing	continue	계속하다
claim	claim	주장하다
claimed	claim	주장하다
claiming	claim	주장하다
claims	claim	주장하다
spot	spot	장소
spots	spot	장소
spotted	spot	장소
map	map	지도
mapped	map	지도
maps	map	지도
goal	goal	목표
goals	goal	목표
info	info	정보
language	language	언어
languages	language	언어
action	action	행동
actioned	action	행동
actioning	action	행동
actions	action	행동
eye	eye	눈
eyed	eye	눈
eyeing	eye	눈
eyes	eye	눈
eying	eye	눈
green	green	초록
greened	green	초록
greener	green	초록
greenest	green	초록
greenings	green	초록
greens	green	초록
notice	notice	알아채다
noticed	notice	알아채다
notices	notice	알아채다
noticing	notice	알아채다
writing	writing	글
solid	solid	단단한
solidest	solid	단단한
solids	solid	단단한
earth	earth	지구
earthed	earth	지구
earthing	earth	지구
earths	earth	지구
sit	sit	앉다
sat	sit	앉다
sited	sit	앉다
sites	sit	앉다
siting	sit	앉다
sits	sit	앉다
gear	gear	장비
geared	gear	장비
gearings	gear	장비
gears	gear	장비
possibly	possibly	아마도
energy	energy	에너지
energies	energy	에너지
cat	cat	고양이
cats	cat	고양이
brother	brother	형제
brethren	brother	형제
brothers	brother	형제
research	research	연구
researched	research	연구
researches	research	연구
researching	research	연구
popular	popular	인기 있는
morning	morning	아침
mornings	morning	아침
cover	cover	덮다
covered	cover	덮다
coverings	cover	덮다
covers	cover	덮다
coversed	cover	덮다
key	key	열쇠
keyed	key	열쇠
keying	key	열쇠
keys	key	열쇠
meet	meet	만나다
meetest	meet	만나다
meetings	meet	만나다
meets	meet	만나다
met	meet	만나다
useful	useful	유용한
million	million	백만
millioner	million	백만
millions	million	백만
color	color	색깔
coloreds	color	색깔
colorer	color	색깔
colorings	color	색깔
colors	color	색깔
town	town	마을
towns	town	마을
lead	lead	이끌다
leaded	lead	이끌다
leadings	lead	이끌다
leads	lead	이끌다
slightly	slightly	약간
sent	sent	보냈다
killing	killing	죽이기
risk	risk	위험
risked	risk	위험
risking	risk	위험
risks	risk	위험
tend	tend	~하는 경향이 있다
tended	tend	~하는 경향이 있다
tending	tend	~하는 경향이 있다
tends	tend	~하는 경향이 있다
scene	scene	장면
scenes	scene	장면
heavy	heavy	무거운
heavies	heavy	무거운
heaviest	heavy	무거운
heavier	heavy	무거운
practice	practice	연습
practiced	practice	연습
practices	practice	연습
practicing	practice	연습
